sex,age_cat,race,score
Female,25 - 45,Caucasian,0.7134509668676033
Female,25 - 45,Caucasian,0.7134509435759099
Male,25 - 45,Caucasian,0.7134509271954267
Female,25 - 45,African-American,0.7134509122716058
Male,25 - 45,African-American,0.7134508763893558
Male,Less than 25,African-American,0.7134508064251731
Female,25 - 45,Other,0.7134507977726813
Male,Less than 25,African-American,0.7134507916269861
Male,25 - 45,African-American,0.7134506781780582
Female,25 - 45,Caucasian,0.7134506689622826
Male,25 - 45,Caucasian,0.7134506507820156
Male,25 - 45,African-American,0.7134506054450235
Male,Less than 25,Caucasian,0.713450564303091
Male,Less than 25,Caucasian,0.7134505621372276
Male,25 - 45,African-American,0.713450510315777
Female,25 - 45,African-American,0.7134505010455096
Male,25 - 45,African-American,0.7134504029149317
Male,Less than 25,African-American,0.7134503833537854
Male,Less than 25,African-American,0.713450326439247
Female,25 - 45,Caucasian,0.7134503147678812
Female,25 - 45,Caucasian,0.7134503119872854
Male,25 - 45,Caucasian,0.7134501706101006
Male,25 - 45,Caucasian,0.713450104776987
Male,25 - 45,Hispanic,0.7134501005749588
Male,Less than 25,African-American,0.713450089597429
Male,Greater than 45,Caucasian,0.7134500272186359
Male,Less than 25,Caucasian,0.7134499378009226
Male,25 - 45,African-American,0.7134499274070849
Female,25 - 45,Caucasian,0.7134498695973156
Male,25 - 45,African-American,0.7134498497414613
Male,Less than 25,Hispanic,0.7134498469083969
Male,25 - 45,Caucasian,0.7134498339516344
Female,25 - 45,Caucasian,0.7134498115332873
Male,25 - 45,African-American,0.7134497351232101
Female,25 - 45,Hispanic,0.7134497315133622
Male,Less than 25,Caucasian,0.7134497269092852
Female,25 - 45,Caucasian,0.7134497089257645
Male,25 - 45,African-American,0.7134496191621618
Male,25 - 45,African-American,0.7134495970088941
Male,Less than 25,African-American,0.7134495388273076
Female,25 - 45,African-American,0.7134494839437671
Male,Less than 25,Other,0.713449417848486
Male,Less than 25,Hispanic,0.7134492590061401
Female,Less than 25,African-American,0.713449117220007
Female,Less than 25,Hispanic,0.7134490775366098
Female,25 - 45,Caucasian,0.7134490697846009
Male,25 - 45,Caucasian,0.7134490662813479
Male,Greater than 45,African-American,0.7134490326864761
Male,25 - 45,African-American,0.7134489276169143
Male,25 - 45,Other,0.713448895896207
Male,25 - 45,African-American,0.7134485465296367
Male,Less than 25,Other,0.7134485111024368
Male,Less than 25,African-American,0.7134483473859161
Male,25 - 45,Caucasian,0.7134483211070642
Male,Less than 25,African-American,0.7134480437913978
Male,25 - 45,Caucasian,0.7134480259743456
Male,Greater than 45,African-American,0.7127192626385075
Male,25 - 45,African-American,0.7127191555448479
Male,Greater than 45,Hispanic,0.7112584938960469
Male,Greater than 45,African-American,0.7112565220800624
Male,25 - 45,African-American,0.7097965650017122
Male,25 - 45,Caucasian,0.7097960834655748
Male,Greater than 45,African-American,0.7097959394051576
Male,Greater than 45,Caucasian,0.70979585646772
Female,25 - 45,Caucasian,0.7097956771646108
Male,Greater than 45,African-American,0.7097956388541398
Male,Greater than 45,African-American,0.7097947898342644
Female,Greater than 45,Caucasian,0.7083344079096829
Male,Greater than 45,African-American,0.708334332235039
Male,25 - 45,African-American,0.7083341661745044
Female,25 - 45,African-American,0.7083340277455024
Female,Greater than 45,Caucasian,0.7083339102625731
Male,Greater than 45,African-American,0.7083337705803526
Male,25 - 45,Caucasian,0.7083337216355131
Male,25 - 45,African-American,0.7083334199493806
Female,25 - 45,African-American,0.7083331356719683
Male,25 - 45,African-American,0.7083326815320573
Male,25 - 45,Caucasian,0.7083322253712007
Male,Greater than 45,Caucasian,0.7083320964231969
Male,25 - 45,African-American,0.7068736152818172
Male,Less than 25,Caucasian,0.7068730485112353
Male,25 - 45,African-American,0.706872774335474
Male,Less than 25,African-American,0.7068725478020237
Male,25 - 45,African-American,0.7068724125855955
Male,25 - 45,Caucasian,0.7068721695681554
Male,25 - 45,African-American,0.7068720681807951
Male,Less than 25,African-American,0.7068719950891642
Male,Less than 25,African-American,0.7068719677704265
Female,Less than 25,African-American,0.7068719614838949
Male,25 - 45,African-American,0.7068719280042315
Male,25 - 45,Other,0.7068718356381182
Male,Less than 25,African-American,0.7068717636175197
Male,25 - 45,Caucasian,0.7068717221931315
Male,Less than 25,African-American,0.706871611711665
Male,25 - 45,African-American,0.7068715882596788
Male,25 - 45,African-American,0.7068715428490456
Female,25 - 45,African-American,0.7068715211319199
Male,Less than 25,African-American,0.7068714998594072
Male,25 - 45,African-American,0.7068713673977056
Female,25 - 45,Caucasian,0.7068713522760225
Female,25 - 45,Caucasian,0.7068713287675992
Male,25 - 45,Caucasian,0.7068713155755483
Female,25 - 45,Hispanic,0.7068710606199011
Male,25 - 45,African-American,0.7068710507686469
Male,25 - 45,African-American,0.7068710300969073
Male,Less than 25,African-American,0.7068710225916934
Male,Less than 25,Asian,0.7068709894378621
Male,25 - 45,Caucasian,0.7068709092829072
Female,25 - 45,African-American,0.7068709072352591
Male,Greater than 45,Caucasian,0.706870837069072
Male,Less than 25,African-American,0.7068707931661415
Male,25 - 45,Caucasian,0.7068707757273742
Female,25 - 45,Caucasian,0.7068707309293065
Female,25 - 45,Hispanic,0.7068707309139227
Male,Less than 25,Hispanic,0.706870575201501
Male,25 - 45,Other,0.7068704766836563
Male,25 - 45,Caucasian,0.7068703381407373
Male,Less than 25,African-American,0.7068697533791028
Female,25 - 45,African-American,0.7068695368938194
Male,25 - 45,African-American,0.7068691523697215
Male,Less than 25,Caucasian,0.7068686381157114
Male,25 - 45,African-American,0.7032169537094347
Male,Greater than 45,African-American,0.703216671153663
Male,25 - 45,African-American,0.7032159925464971
Female,25 - 45,Caucasian,0.7032153458385912
Male,25 - 45,Caucasian,0.7032144280459266
Male,Greater than 45,Caucasian,0.7032141510650011
Female,25 - 45,African-American,0.7017559714419661
Male,25 - 45,African-American,0.7017549373315088
Male,25 - 45,African-American,0.7017547502236197
Male,Greater than 45,African-American,0.7017544527330828
Female,25 - 45,Caucasian,0.7017543412378552
Male,25 - 45,Hispanic,0.7017540998308897
Male,25 - 45,African-American,0.7017536076082226
Male,25 - 45,Caucasian,0.7017524626537562
Female,25 - 45,Caucasian,0.7002940549313909
Female,Less than 25,Other,0.70029399499792
Male,Less than 25,African-American,0.7002938218777591
Male,25 - 45,African-American,0.7002935179926234
Male,25 - 45,African-American,0.7002932625230742
Male,25 - 45,Other,0.7002931075696116
Male,25 - 45,African-American,0.7002931068218039
Male,25 - 45,Caucasian,0.700293039792061
Male,25 - 45,African-American,0.7002929577646748
Male,25 - 45,Caucasian,0.7002926554810172
Male,25 - 45,Native American,0.7002925562794025
Male,25 - 45,African-American,0.7002925202838599
Female,25 - 45,African-American,0.7002925042940417
Male,25 - 45,Caucasian,0.7002923818044272
Male,25 - 45,African-American,0.7002922916908705
Male,25 - 45,African-American,0.7002922688518106
Female,25 - 45,African-American,0.700292235547494
Male,Greater than 45,Caucasian,0.700292210627027
Male,25 - 45,Caucasian,0.7002920378902406
Male,Less than 25,Caucasian,0.7002920058183286
Male,Greater than 45,African-American,0.7002919773575729
Male,25 - 45,Caucasian,0.7002917704387451
Male,25 - 45,Other,0.7002917215679225
Male,25 - 45,African-American,0.7002916945407186
Male,25 - 45,Caucasian,0.7002916049314196
Male,25 - 45,Hispanic,0.7002915835725578
Male,25 - 45,African-American,0.7002914673265305
Female,Greater than 45,Caucasian,0.7002911644943847
Male,25 - 45,African-American,0.7002910667861096
Male,25 - 45,African-American,0.6980969596767315
Male,25 - 45,African-American,0.6966389929203761
Male,25 - 45,Caucasian,0.6966376207604531
Female,25 - 45,African-American,0.695175553701773
Male,25 - 45,African-American,0.6951754275842817
Female,25 - 45,African-American,0.6951747749231706
Male,25 - 45,African-American,0.6951742532651352
Male,25 - 45,African-American,0.6951738970912379
Male,Less than 25,Other,0.6937149038401306
Male,25 - 45,Caucasian,0.6937147902047441
Female,25 - 45,Caucasian,0.6937144684024128
Male,Greater than 45,African-American,0.6937144183499964
Male,25 - 45,Other,0.6937144025670395
Male,Greater than 45,Hispanic,0.6937143068512461
Male,25 - 45,Other,0.6937142196580662
Male,25 - 45,Caucasian,0.6937142188546401
Female,25 - 45,Caucasian,0.6937142110863127
Female,25 - 45,African-American,0.6937142086072529
Male,25 - 45,African-American,0.6937142044042106
Male,25 - 45,Caucasian,0.693713836366203
Female,25 - 45,Caucasian,0.6937138302106112
Male,25 - 45,African-American,0.6937133397836706
Male,25 - 45,African-American,0.69371330614504
Male,25 - 45,African-American,0.693713295422505
Male,Greater than 45,Caucasian,0.6937132672717401
Male,25 - 45,African-American,0.6937132602493882
Male,Greater than 45,African-American,0.6937130333559293
Male,Less than 25,Other,0.6937129178929234
Male,25 - 45,Other,0.6937127553115419
Male,25 - 45,Hispanic,0.6937125659618313
Male,25 - 45,Caucasian,0.6937124063575347
Male,25 - 45,African-American,0.6937122667041907
Female,25 - 45,African-American,0.6937121288660553
Male,25 - 45,Caucasian,0.6937119243947935
Male,Greater than 45,Caucasian,0.6937118132636269
Male,25 - 45,Caucasian,0.693711040231136
Male,25 - 45,Caucasian,0.6937104078809677
Male,25 - 45,Hispanic,0.6885973675971615
Male,25 - 45,African-American,0.6885971091888088
Female,25 - 45,Hispanic,0.6885965023257093
Male,25 - 45,African-American,0.6885964632769638
Male,25 - 45,Hispanic,0.6885962862386571
Male,Greater than 45,Caucasian,0.6885961134379857
Male,25 - 45,African-American,0.6885959738180034
Male,Greater than 45,African-American,0.6885958939799376
Male,25 - 45,African-American,0.6885957987394463
Male,Greater than 45,Caucasian,0.6885954323139943
Male,25 - 45,African-American,0.6885941993728831
Female,25 - 45,African-American,0.687137804667743
Female,Greater than 45,African-American,0.6871367771986009
Male,25 - 45,African-American,0.6871359710167186
Male,25 - 45,African-American,0.6871359212387489
Female,25 - 45,Caucasian,0.6871349266153881
Male,25 - 45,African-American,0.687134925767008
Male,25 - 45,Caucasian,0.6871348515271424
Male,25 - 45,Caucasian,0.687134819503574
Male,25 - 45,African-American,0.68713436726469
Male,25 - 45,Hispanic,0.6871342866461205
Male,25 - 45,Caucasian,0.6871341498365127
Female,25 - 45,Caucasian,0.6871340633965554
Male,25 - 45,Caucasian,0.6871340397192622
Female,25 - 45,African-American,0.687133805272595
Male,25 - 45,Caucasian,0.6871337927355656
Male,Less than 25,African-American,0.6871337363843303
Female,25 - 45,African-American,0.6871336403276238
Male,25 - 45,Caucasian,0.6871336137177158
Male,25 - 45,African-American,0.6871335170697902
Male,25 - 45,Other,0.6856755680689638
Male,25 - 45,African-American,0.68567504250379
Male,25 - 45,African-American,0.6856750321808951
Female,Less than 25,Caucasian,0.6856742805516791
Male,Less than 25,African-American,0.6856738755124943
Male,Less than 25,African-American,0.685673691589538
Female,Less than 25,Caucasian,0.6856736914126076
Male,Greater than 45,Caucasian,0.6856736191954635
Male,25 - 45,African-American,0.6856735323765599
Male,Less than 25,African-American,0.6856734957117093
Male,Less than 25,African-American,0.6856734572936195
Male,Less than 25,African-American,0.6856734058242836
Male,25 - 45,African-American,0.6856733744682519
Male,Greater than 45,Caucasian,0.685673306050038
Male,25 - 45,African-American,0.68567329460178
Male,Less than 25,Asian,0.6856732340026891
Male,Less than 25,Other,0.6856732070852578
Male,25 - 45,Caucasian,0.6856731684308611
Male,25 - 45,Other,0.6856731529653319
Male,25 - 45,Caucasian,0.6856731414324057
Male,Less than 25,African-American,0.6856731069605579
Male,Greater than 45,African-American,0.6856730280224693
Male,25 - 45,Caucasian,0.6856730223652646
Male,Less than 25,African-American,0.6856729960630633
Male,25 - 45,African-American,0.6856729870607194
Male,25 - 45,African-American,0.6856729586843014
Female,Less than 25,Caucasian,0.6856729540746646
Male,25 - 45,African-American,0.6856728397194548
Male,25 - 45,Caucasian,0.6856728343382935
Male,Less than 25,African-American,0.6856727973482489
Male,Less than 25,Other,0.6856727223532604
Female,25 - 45,Caucasian,0.6856726767794721
Male,25 - 45,Caucasian,0.6856726392006085
Female,25 - 45,African-American,0.6856726188394382
Female,25 - 45,Caucasian,0.6856726121471148
Male,25 - 45,African-American,0.6856725708844793
Female,Less than 25,African-American,0.6856725665572312
Male,25 - 45,African-American,0.6856725099353902
Male,Less than 25,Other,0.68567247735126
Male,25 - 45,Caucasian,0.6856724454472964
Male,25 - 45,Caucasian,0.685672417339352
Male,Less than 25,Caucasian,0.6856723792567402
Male,Greater than 45,Caucasian,0.6856723687689805
Female,Greater than 45,African-American,0.6856723156890294
Male,25 - 45,African-American,0.6856723140475043
Male,Less than 25,African-American,0.6856722569615364
Male,25 - 45,Caucasian,0.6856722544762567
Female,25 - 45,Caucasian,0.6856722181893272
Male,Less than 25,African-American,0.6856722027046731
Male,25 - 45,African-American,0.6856721823725043
Male,25 - 45,Caucasian,0.6856720670684645
Male,25 - 45,African-American,0.6856720453369973
Male,25 - 45,African-American,0.6856720301079108
Female,25 - 45,African-American,0.6856720222605031
Male,Less than 25,Other,0.6856720070601737
Male,25 - 45,Caucasian,0.6856720030846294
Female,25 - 45,Caucasian,0.6856719971851379
Male,Less than 25,African-American,0.6856719830988709
Male,25 - 45,Caucasian,0.6856719675507663
Male,Less than 25,African-American,0.685671948008385
Female,Less than 25,African-American,0.6856719354175979
Male,Less than 25,African-American,0.685671914980824
Female,25 - 45,Caucasian,0.685671864892452
Female,Less than 25,African-American,0.685671805623095
Male,25 - 45,African-American,0.685671798407491
Male,Greater than 45,Caucasian,0.6856717602858877
Male,25 - 45,African-American,0.685671757405777
Female,Less than 25,African-American,0.6856715999785847
Male,25 - 45,African-American,0.6856715948949041
Male,25 - 45,African-American,0.6856715491077158
Male,Less than 25,Asian,0.6856713502507801
Male,Less than 25,Caucasian,0.6856713474374075
Male,25 - 45,African-American,0.6856713377400706
Male,Less than 25,African-American,0.6856712728455897
Male,Less than 25,African-American,0.6856712230581291
Male,25 - 45,African-American,0.6856711647572475
Male,Less than 25,Caucasian,0.6856710880414723
Male,Less than 25,African-American,0.6856710748956867
Male,Less than 25,Caucasian,0.6856709487324226
Female,Less than 25,African-American,0.6856706392941726
Male,25 - 45,African-American,0.6856704722590415
Male,25 - 45,African-American,0.6856703742258753
Male,Greater than 45,Caucasian,0.6820187721257435
Male,Greater than 45,Hispanic,0.6820180002398688
Male,Greater than 45,African-American,0.6805585141497276
Male,25 - 45,African-American,0.6805579911161136
Male,25 - 45,African-American,0.6805573046681821
Male,25 - 45,African-American,0.680557285393769
Male,25 - 45,African-American,0.6805570840355958
Male,25 - 45,African-American,0.680556284840959
Male,25 - 45,Caucasian,0.6805556674072686
Male,25 - 45,Caucasian,0.6805555096172218
Male,25 - 45,African-American,0.6805553593975332
Male,25 - 45,African-American,0.6805552541156521
Male,25 - 45,Caucasian,0.6805550770691479
Male,25 - 45,Hispanic,0.6805549404823646
Male,Greater than 45,African-American,0.6805543387412893
Male,25 - 45,Caucasian,0.6805542510894709
Male,25 - 45,Caucasian,0.680554059774403
Female,Less than 25,Caucasian,0.6790957734972995
Male,Less than 25,Caucasian,0.679095706207976
Male,25 - 45,African-American,0.6790951972952721
Male,25 - 45,Caucasian,0.6790949861661039
Male,25 - 45,Hispanic,0.6790948782546111
Female,Less than 25,African-American,0.6790946080055171
Male,Less than 25,Hispanic,0.6790945963843605
Male,25 - 45,Caucasian,0.6790944121511424
Male,25 - 45,Caucasian,0.6790943524313828
Male,25 - 45,Caucasian,0.679094310862609
Male,Less than 25,African-American,0.6790942636383724
Male,25 - 45,Other,0.6790942257197976
Male,25 - 45,Caucasian,0.6790941608634948
Male,25 - 45,Caucasian,0.6790940816890577
Male,25 - 45,African-American,0.6790940730135782
Male,25 - 45,Caucasian,0.6790939461325977
Male,25 - 45,African-American,0.6790939186224031
Male,25 - 45,African-American,0.6790938643850767
Male,25 - 45,African-American,0.6790938213359163
Male,25 - 45,African-American,0.6790938182205065
Female,Less than 25,African-American,0.6790937109437164
Male,25 - 45,Caucasian,0.6790936898426692
Male,25 - 45,Hispanic,0.6790934703797961
Male,Less than 25,Caucasian,0.6790934207121414
Male,Greater than 45,Hispanic,0.6790932875734779
Female,Less than 25,African-American,0.6790932740779406
Male,Greater than 45,Caucasian,0.6790932646169021
Male,Less than 25,African-American,0.6790932381768257
Female,25 - 45,Caucasian,0.6790932140256754
Female,Less than 25,Caucasian,0.6790932002271044
Male,25 - 45,African-American,0.6790931960291215
Male,Less than 25,African-American,0.6790930316159385
Male,25 - 45,Caucasian,0.6790930223639356
Female,Less than 25,Hispanic,0.6790929872282688
Male,Greater than 45,Caucasian,0.6790929360473661
Male,25 - 45,Hispanic,0.679092785526214
Male,Less than 25,Caucasian,0.679092777736881
Female,25 - 45,African-American,0.6790927381870513
Male,25 - 45,African-American,0.679092648440785
Male,25 - 45,African-American,0.6790925935020872
Male,25 - 45,Caucasian,0.6790925491229075
Male,Less than 25,Caucasian,0.6790924934890338
Male,Less than 25,African-American,0.6790923721528124
Male,Less than 25,African-American,0.6790923502115072
Male,25 - 45,African-American,0.6790923193008571
Male,25 - 45,Caucasian,0.6790922906455892
Male,25 - 45,Caucasian,0.679092150666127
Male,Greater than 45,Caucasian,0.6790920949271139
Female,25 - 45,African-American,0.6790920004702935
Female,25 - 45,African-American,0.6790918517261642
Female,25 - 45,African-American,0.6790917895330056
Male,Greater than 45,Caucasian,0.6769011545371577
Male,Greater than 45,African-American,0.6768992738878048
Female,25 - 45,Caucasian,0.6754390622438231
Male,25 - 45,Caucasian,0.673977566438151
Male,25 - 45,Caucasian,0.6739772819641608
Male,25 - 45,Caucasian,0.6739769237694576
Male,25 - 45,Caucasian,0.6739764072593226
Male,25 - 45,African-American,0.6739764022754101
Male,25 - 45,African-American,0.6739763702767038
Female,25 - 45,Caucasian,0.673976262075169
Male,25 - 45,Caucasian,0.6739761868519605
Male,25 - 45,Caucasian,0.6739761236646685
Male,25 - 45,Caucasian,0.6739760162644759
Male,25 - 45,African-American,0.6739758710241087
Male,25 - 45,African-American,0.6739758020055275
Male,25 - 45,Caucasian,0.6739757362279113
Male,25 - 45,Caucasian,0.6725164205802411
Male,Greater than 45,Other,0.6725159054594425
Male,Less than 25,African-American,0.6725158676631456
Male,Less than 25,Hispanic,0.6725156534920129
Male,25 - 45,Caucasian,0.6725156470320145
Male,25 - 45,Caucasian,0.6725156428176439
Male,Less than 25,Caucasian,0.6725156198653994
Male,Less than 25,African-American,0.6725153562320201
Male,25 - 45,Hispanic,0.6725152961530736
Male,25 - 45,African-American,0.6725152243556968
Male,25 - 45,Caucasian,0.6725151104198954
Male,25 - 45,Caucasian,0.6725151096723099
Male,25 - 45,African-American,0.6725150978924123
Male,25 - 45,African-American,0.6725149984937822
Male,25 - 45,African-American,0.6725149413151977
Female,25 - 45,Caucasian,0.6725148823145545
Male,25 - 45,African-American,0.672514823114451
Female,25 - 45,African-American,0.6725147944470615
Male,Greater than 45,Caucasian,0.6725147405437186
Female,Less than 25,Caucasian,0.672514706105362
Male,25 - 45,Hispanic,0.6725146014493577
Male,25 - 45,African-American,0.6725145763970943
Male,25 - 45,Hispanic,0.6725145508293645
Female,25 - 45,Caucasian,0.6725145399902639
Male,25 - 45,African-American,0.6725145202394909
Male,25 - 45,African-American,0.6725144070809098
Male,25 - 45,Other,0.6725143917823585
Male,25 - 45,African-American,0.6725142918351716
Male,Less than 25,African-American,0.6725142030789283
Male,25 - 45,African-American,0.6725141758979742
Male,25 - 45,Native American,0.6725141052075311
Male,Less than 25,African-American,0.6725140882957668
Female,25 - 45,African-American,0.6725139354328113
Male,25 - 45,Caucasian,0.6725139012780007
Male,Greater than 45,African-American,0.6725137005817089
Male,25 - 45,African-American,0.6725135241230268
Male,25 - 45,African-American,0.6725131904940095
Male,Less than 25,Caucasian,0.6725130964124713
Male,Greater than 45,Caucasian,0.672512573733606
Male,Greater than 45,African-American,0.668858988539046
Male,Greater than 45,African-American,0.6688587006797351
Female,25 - 45,Caucasian,0.6673998011959488
Male,25 - 45,African-American,0.6673992688452735
Female,25 - 45,Caucasian,0.6673986438391046
Male,25 - 45,African-American,0.6673984723824399
Male,25 - 45,African-American,0.667398217607384
Male,25 - 45,African-American,0.6673982064912216
Male,25 - 45,African-American,0.6673981843407966
Male,25 - 45,African-American,0.6673980397003672
Male,25 - 45,African-American,0.6673980169661877
Female,25 - 45,African-American,0.6673973255496548
Male,25 - 45,African-American,0.6673963087833487
Female,25 - 45,Caucasian,0.667396092723787
Male,25 - 45,African-American,0.6659379511308212
Male,25 - 45,Caucasian,0.665936739103931
Male,25 - 45,African-American,0.6659367083684721
Female,25 - 45,African-American,0.665936405524805
Female,Less than 25,African-American,0.6659363747829994
Male,25 - 45,African-American,0.6659361317878811
Male,25 - 45,African-American,0.6659359751577163
Male,25 - 45,Caucasian,0.6659359016167137
Male,Greater than 45,African-American,0.6659358637125792
Male,Greater than 45,African-American,0.6659358586893325
Male,Less than 25,African-American,0.665935798983893
Female,25 - 45,African-American,0.6659357884297024
Male,25 - 45,Other,0.6659357873909263
Male,Less than 25,African-American,0.6659357845509887
Male,25 - 45,Caucasian,0.6659357414931771
Male,Greater than 45,Caucasian,0.6659357407973869
Male,Greater than 45,African-American,0.6659356821183211
Female,25 - 45,African-American,0.6659356799827592
Male,25 - 45,Hispanic,0.6659355361843303
Male,Less than 25,African-American,0.6659353097500319
Male,25 - 45,Caucasian,0.66593480585132
Female,25 - 45,African-American,0.6659345441783289
Female,25 - 45,African-American,0.6659333373000214
Male,Greater than 45,African-American,0.662280071766318
Male,25 - 45,African-American,0.6608193699402698
Male,25 - 45,African-American,0.66081932372033
Male,Greater than 45,Caucasian,0.6608184484526191
Male,Greater than 45,Caucasian,0.660818332678084
Male,Greater than 45,Caucasian,0.6608182447438276
Male,25 - 45,Caucasian,0.6593583218016167
Male,25 - 45,African-American,0.6593578500242149
Male,25 - 45,Caucasian,0.659357691746655
Female,25 - 45,African-American,0.6593575784949511
Male,25 - 45,African-American,0.6593573734626277
Female,25 - 45,Caucasian,0.6593567966216195
Male,25 - 45,African-American,0.6593565777618392
Male,25 - 45,African-American,0.6593564825336692
Female,25 - 45,Caucasian,0.659356450833643
Male,25 - 45,Caucasian,0.6593562495742514
Male,Greater than 45,Caucasian,0.6593561880308524
Male,25 - 45,African-American,0.6593560892978568
Male,25 - 45,African-American,0.6593559886416969
Male,Greater than 45,African-American,0.6593558143463396
Male,25 - 45,African-American,0.6593555304776924
Male,25 - 45,African-American,0.6578967478507473
Female,25 - 45,Caucasian,0.6578965458182168
Male,25 - 45,Caucasian,0.6578964744244058
Male,Less than 25,Caucasian,0.657896016671248
Male,Less than 25,African-American,0.6578959459193388
Male,25 - 45,Hispanic,0.6578959334309661
Male,25 - 45,Caucasian,0.657895925109176
Male,25 - 45,African-American,0.6578959000063521
Male,Less than 25,Caucasian,0.6578958665216141
Male,Less than 25,Caucasian,0.6578958077409738
Female,25 - 45,Caucasian,0.6578957701790131
Female,Less than 25,African-American,0.6578957370092438
Male,25 - 45,Caucasian,0.6578956889928032
Female,25 - 45,African-American,0.6578956470385656
Male,Less than 25,Caucasian,0.6578955630873063
Male,25 - 45,African-American,0.6578955088557974
Male,25 - 45,African-American,0.6578954444747209
Male,Less than 25,Caucasian,0.6578954381464677
Female,Less than 25,African-American,0.6578954093838405
Female,25 - 45,Caucasian,0.6578953968858935
Male,Less than 25,Hispanic,0.6578953907837485
Male,25 - 45,African-American,0.6578953437861264
Male,25 - 45,African-American,0.6578952826007677
Female,25 - 45,Caucasian,0.6578952652140037
Female,25 - 45,Caucasian,0.6578952341290784
Male,25 - 45,Caucasian,0.6578950844084369
Male,Less than 25,Other,0.6578949417105362
Male,25 - 45,African-American,0.6578949112369438
Male,25 - 45,Caucasian,0.6578948643923963
Male,25 - 45,African-American,0.6578948539476858
Male,25 - 45,Caucasian,0.6578948315816374
Female,25 - 45,Caucasian,0.6578948128689602
Female,Less than 25,African-American,0.6578947203593902
Female,25 - 45,Caucasian,0.6578946638120298
Male,25 - 45,Other,0.6578945954837906
Female,Less than 25,Hispanic,0.6578945943288832
Male,25 - 45,African-American,0.6578945728056935
Male,Less than 25,Other,0.6578943735294523
Female,Less than 25,African-American,0.6578943289110117
Male,Less than 25,Hispanic,0.6578942287737717
Female,Less than 25,African-American,0.6578942179431676
Male,25 - 45,Caucasian,0.6578940988289834
Male,25 - 45,African-American,0.657894043075115
Male,Less than 25,Caucasian,0.6578940316621534
Male,Less than 25,Caucasian,0.6578940073721585
Male,25 - 45,African-American,0.657893985865083
Female,25 - 45,Caucasian,0.6578939414444268
Male,25 - 45,Caucasian,0.6578938416558948
Male,Greater than 45,African-American,0.6578937612239079
Female,Less than 25,African-American,0.6578937523952815
Male,Less than 25,African-American,0.6578937511982932
Female,25 - 45,Caucasian,0.6578936388686323
Male,Less than 25,African-American,0.6578934084655692
Male,25 - 45,Caucasian,0.6578933926414068
Female,Less than 25,Other,0.6578933707761312
Female,Less than 25,Hispanic,0.6578933055468221
Female,Less than 25,African-American,0.6578932191729172
Male,25 - 45,African-American,0.6578926700281795
Female,Less than 25,African-American,0.6578923680195556
Male,Greater than 45,Caucasian,0.6571646125350243
Male,25 - 45,Caucasian,0.6542403272121353
Male,25 - 45,Caucasian,0.6542399226032457
Male,Greater than 45,African-American,0.6542398199739918
Male,25 - 45,Caucasian,0.6542397635873074
Male,25 - 45,Caucasian,0.6542394567754589
Male,25 - 45,African-American,0.6542393602680413
Male,25 - 45,Caucasian,0.6542392860262047
Male,Greater than 45,African-American,0.6527792926748178
Male,Less than 25,African-American,0.6527791488495241
Male,Greater than 45,Caucasian,0.6527789327860588
Male,25 - 45,African-American,0.6527785161445199
Male,25 - 45,African-American,0.6527783447687449
Male,25 - 45,Caucasian,0.6527779919386999
Male,25 - 45,African-American,0.6527773571656165
Male,25 - 45,African-American,0.6527772420920409
Male,25 - 45,African-American,0.6527760710152246
Male,25 - 45,African-American,0.6527755016780846
Male,25 - 45,Caucasian,0.6513171822891541
Male,25 - 45,African-American,0.6513169336973067
Male,25 - 45,Hispanic,0.6513169258846544
Female,25 - 45,African-American,0.6513168706275534
Female,Less than 25,African-American,0.651316771487451
Male,Less than 25,African-American,0.65131673637311
Male,25 - 45,Other,0.6513166318366805
Female,Less than 25,African-American,0.6513165202281078
Male,25 - 45,Caucasian,0.6513164862391889
Male,Less than 25,African-American,0.6513164239871517
Male,25 - 45,Caucasian,0.6513163859557652
Male,25 - 45,African-American,0.6513161813140284
Female,Less than 25,Caucasian,0.6513161077307595
Male,25 - 45,African-American,0.6513160379783959
Male,25 - 45,Caucasian,0.6513160103093935
Male,Greater than 45,Caucasian,0.6513159915107174
Male,Greater than 45,Caucasian,0.6513159091101354
Female,Less than 25,African-American,0.6513158901718475
Male,Greater than 45,Hispanic,0.6513157142413512
Female,25 - 45,Caucasian,0.6513157042122698
Male,25 - 45,African-American,0.6513157037327518
Male,25 - 45,African-American,0.6513156860297832
Female,Less than 25,African-American,0.6513156184178412
Male,Less than 25,Caucasian,0.6513154545010004
Female,Less than 25,Caucasian,0.6513154406695841
Male,25 - 45,African-American,0.6513153949212485
Male,Less than 25,African-American,0.651315204398027
Male,25 - 45,Hispanic,0.651315091103453
Female,25 - 45,Caucasian,0.6513150657680592
Male,25 - 45,African-American,0.6513148399153693
Male,Less than 25,Hispanic,0.6513147983306367
Male,Less than 25,Caucasian,0.6513146341088474
Male,25 - 45,Caucasian,0.6513146158694881
Male,25 - 45,Caucasian,0.6513144315617105
Female,25 - 45,Caucasian,0.6513142817302925
Male,Less than 25,African-American,0.6513141014240521
Male,Less than 25,African-American,0.6513139997455001
Female,25 - 45,Caucasian,0.6513139340227904
Male,25 - 45,Caucasian,0.6513133990629724
Male,Greater than 45,Caucasian,0.6505843310200943
Male,Greater than 45,African-American,0.6491236966280147
Male,25 - 45,African-American,0.6476624141790914
